Airline,Flight Number,Departure City,Arrival City,Return Date,Price,Stops,Duration,Departure Time,Departure Time of Day,Arrival Time of Day
Delta,DL 1147,Hartsfield-Jackson Atlanta International Airport,Chicago O'Hare International Airport,,385,1,127,2025-05-07 08:55,morning,morning
Alaska,AS 334,Hartsfield-Jackson Atlanta International Airport,Seattle Tacoma International Airport,,387,0,327,2025-04-24 17:20,evening,evening
Alaska,AS 463,Hartsfield-Jackson Atlanta International Airport,Seattle Tacoma International Airport,,387,0,327,2025-04-24 19:30,evening,night
Delta,DL 444,Hartsfield-Jackson Atlanta International Airport,Seattle Tacoma International Airport,,387,0,335,2025-04-24 08:10,morning,morning
Delta,DL 774,Hartsfield-Jackson Atlanta International Airport,Seattle Tacoma International Airport,,387,0,336,2025-04-24 09:40,morning,afternoon
Delta,DL 629,Hartsfield-Jackson Atlanta International Airport,Seattle Tacoma International Airport,,387,0,330,2025-04-24 12:00,afternoon,afternoon
Delta,DL 481,Hartsfield-Jackson Atlanta International Airport,Seattle Tacoma International Airport,,387,0,328,2025-04-24 14:30,afternoon,afternoon
Southwest,WN 543,Hartsfield-Jackson Atlanta International Airport,Denver International Airport,,426,1,205,2025-04-24 19:20,evening,night
Southwest,WN 1009,Denver International Airport,Seattle Tacoma International Airport,,426,1,175,2025-04-24 21:40,night,night
American,AA 1275,Boston Logan International Airport,Miami International Airport,,302,0,236,2024-12-30 06:03,early morning,morning
Delta,DL 776,Boston Logan International Airport,Miami International Airport,,332,0,225,2024-12-30 16:30,afternoon,night
American,AA 2538,Boston Logan International Airport,Miami International Airport,,372,0,228,2024-12-30 08:00,morning,morning
American,AA 475,Boston Logan International Airport,Miami International Airport,,372,0,226,2024-12-30 12:32,afternoon,afternoon
American,AA 1397,Boston Logan International Airport,Miami International Airport,,372,0,222,2024-12-30 17:52,evening,night
Delta,DL 1072,Boston Logan International Airport,Miami International Airport,,412,0,229,2024-12-30 07:05,morning,morning
JetBlue,B6 2719,Boston Logan International Airport,Miami International Airport,,427,0,214,2024-12-30 15:16,afternoon,evening
JetBlue,B6 719,Boston Logan International Airport,Miami International Airport,,497,0,214,2024-12-30 10:25,morning,afternoon
American,AA 166,San Francisco International Airport,John F. Kennedy International Airport,,367,0,339,2025-04-02 13:01,afternoon,night
American,AA 234,San Francisco International Airport,John F. Kennedy International Airport,,387,0,337,2025-04-02 06:30,early morning,afternoon
American,AA 16,San Francisco International Airport,John F. Kennedy International Airport,,387,0,348,2025-04-02 10:40,morning,evening
JetBlue,B6 716,San Francisco International Airport,John F. Kennedy International Airport,,407,0,345,2025-04-02 22:50,night,morning
Alaska,AS 30,San Francisco International Airport,John F. Kennedy International Airport,,422,0,340,2025-04-02 09:01,morning,evening
Alaska,AS 20,San Francisco International Airport,John F. Kennedy International Airport,,467,0,341,2025-04-02 23:15,night,morning
Alaska,AS 29,San Francisco International Airport,John F. Kennedy International Airport,,522,0,338,2025-04-02 14:14,afternoon,night
Delta,DL 405,San Francisco International Airport,John F. Kennedy International Airport,,536,0,337,2025-04-02 07:00,morning,afternoon
Delta,DL 383,San Francisco International Airport,John F. Kennedy International Airport,,536,0,345,2025-04-02 09:00,morning,evening
Delta,DL 668,San Francisco International Airport,John F. Kennedy International Airport,,536,0,351,2025-04-02 11:30,morning,night
Delta,DL 669,San Francisco International Airport,John F. Kennedy International Airport,,536,0,337,2025-04-02 14:20,afternoon,night
Delta,DL 670,San Francisco International Airport,John F. Kennedy International Airport,,536,0,341,2025-04-02 22:45,night,morning
JetBlue,B6 816,San Francisco International Airport,John F. Kennedy International Airport,,547,0,338,2025-04-02 06:00,early morning,afternoon
JetBlue,B6 1216,San Francisco International Airport,John F. Kennedy International Airport,,547,0,342,2025-04-02 13:10,afternoon,night
JetBlue,B6 2116,San Francisco International Airport,John F. Kennedy International Airport,,587,0,340,2025-04-02 10:30,morning,evening
Delta,DL 363,San Francisco International Airport,John F. Kennedy International Airport,,1546,0,344,2025-04-02 16:00,afternoon,early morning
United,UA 729,Chicago O'Hare International Airport,Dallas Fort Worth International Airport,,297,0,164,2024-12-16 07:10,morning,morning
United,UA 2049,Chicago O'Hare International Airport,Dallas Fort Worth International Airport,,307,0,165,2024-12-16 08:48,morning,morning
American,AA 370,Chicago O'Hare International Airport,Dallas Fort Worth International Airport,,307,0,163,2024-12-16 05:00,early morning,morning
American,AA 1902,Chicago O'Hare International Airport,Dallas Fort Worth International Airport,,337,0,163,2024-12-16 06:47,early morning,morning
American,AA 396,Chicago O'Hare International Airport,Dallas Fort Worth International Airport,,337,0,164,2024-12-16 08:05,morning,morning
United,UA 793,Chicago O'Hare International Airport,Dallas Fort Worth International Airport,,344,0,164,2024-12-16 15:55,afternoon,evening
American,AA 509,Chicago O'Hare International Airport,Dallas Fort Worth International Airport,,367,0,165,2024-12-16 09:05,morning,morning
American,AA 481,Chicago O'Hare International Airport,Dallas Fort Worth International Airport,,367,0,165,2024-12-16 10:00,morning,afternoon
American,AA 1109,Chicago O'Hare International Airport,Dallas Fort Worth International Airport,,367,0,165,2024-12-16 11:54,morning,afternoon
American,AA 2839,Chicago O'Hare International Airport,Dallas Fort Worth International Airport,,367,0,164,2024-12-16 13:11,afternoon,afternoon
American,AA 2346,Chicago O'Hare International Airport,Dallas Fort Worth International Airport,,367,0,162,2024-12-16 15:23,afternoon,evening
American,AA 2499,Chicago O'Hare International Airport,Dallas Fort Worth International Airport,,367,0,159,2024-12-16 16:45,afternoon,evening
American,AA 1559,Chicago O'Hare International Airport,Dallas Fort Worth International Airport,,367,0,168,2024-12-16 18:35,evening,night
United,UA 1475,Miami International Airport,George Bush Intercontinental Airport,,424,1,177,2025-04-04 18:53,evening,night
United,UA 725,George Bush Intercontinental Airport,San Francisco International Airport,,424,1,265,2025-04-04 21:30,night,night
American,AA 3288,Miami International Airport,Los Angeles International Airport,,492,1,352,2025-04-04 08:59,morning,morning
American,AA 3100,Los Angeles International Airport,San Francisco International Airport,,492,1,89,2025-04-04 12:52,afternoon,afternoon
American,AA 1454,Miami International Airport,Phoenix Sky Harbor International Airport,,492,1,304,2025-04-04 13:50,afternoon,afternoon
American,AA 2421,Phoenix Sky Harbor International Airport,San Francisco International Airport,,492,1,128,2025-04-04 16:35,afternoon,evening
American,AA 3267,Miami International Airport,Dallas Fort Worth International Airport,,492,1,204,2025-04-04 15:46,afternoon,evening
American,AA 1430,Dallas Fort Worth International Airport,San Francisco International Airport,,492,1,235,2025-04-04 18:50,evening,night
American,AA 2982,Miami International Airport,Phoenix Sky Harbor International Airport,,492,1,305,2025-04-04 17:50,evening,evening
American,AA 686,Phoenix Sky Harbor International Airport,San Francisco International Airport,,492,1,128,2025-04-04 20:20,night,night
United,UA 2423,Miami International Airport,San Francisco International Airport,,663,0,371,2025-04-04 18:15,evening,night
Delta,DL 1510,Miami International Airport,Hartsfield-Jackson Atlanta International Airport,,848,1,122,2025-04-04 12:05,afternoon,afternoon
Delta,DL 823,Hartsfield-Jackson Atlanta International Airport,San Francisco International Airport,,848,1,331,2025-04-04 14:55,afternoon,evening
United,UA 573,Denver International Airport,San Francisco International Airport,,397,0,175,2025-03-18 05:15,early morning,morning
United,UA 2391,Denver International Airport,San Francisco International Airport,,397,0,175,2025-03-18 07:45,morning,morning
United,UA 2633,Denver International Airport,San Francisco International Airport,,397,0,175,2025-03-18 15:53,afternoon,evening
United,UA 1007,Denver International Airport,San Francisco International Airport,,397,0,176,2025-03-18 17:55,evening,evening
United,UA 2681,Denver International Airport,San Francisco International Airport,,397,0,174,2025-03-18 19:00,evening,night
United,UA 800,Denver International Airport,San Francisco International Airport,,397,0,176,2025-03-18 20:55,night,night
American,AA 1332,Denver International Airport,Phoenix Sky Harbor International Airport,,416,1,124,2025-03-18 12:06,afternoon,afternoon
American,AA 2860,Phoenix Sky Harbor International Airport,San Francisco International Airport,,416,1,131,2025-03-18 13:35,afternoon,afternoon
Delta,DL 2362,Denver International Airport,Salt Lake City International Airport,,426,1,97,2025-03-18 15:00,afternoon,afternoon
Delta,DL 416,Salt Lake City International Airport,San Francisco International Airport,,426,1,135,2025-03-18 17:10,evening,evening
Alaska,AS 364,Boston Logan International Airport,Seattle Tacoma International Airport,,396,0,395,2025-02-21 17:51,evening,night
Delta,DL 384,Boston Logan International Airport,Seattle Tacoma International Airport,,422,0,395,2025-02-21 07:10,morning,morning
Alaska,AS 537,Boston Logan International Airport,Seattle Tacoma International Airport,,426,0,397,2025-02-21 10:00,morning,afternoon
United,UA 1732,Boston Logan International Airport,Chicago O'Hare International Airport,,777,1,182,2025-02-21 12:25,afternoon,afternoon
United,UA 2278,Chicago O'Hare International Airport,Seattle Tacoma International Airport,,777,1,280,2025-02-21 16:05,afternoon,evening
United,UA 778,Boston Logan International Airport,Denver International Airport,,777,1,295,2025-02-21 15:10,afternoon,evening
United,UA 299,Denver International Airport,Seattle Tacoma International Airport,,777,1,181,2025-02-21 19:00,evening,night
Alaska,AS 586,Seattle Tacoma International Airport,Dallas Fort Worth International Airport,,347,0,232,2025-05-15 11:20,morning,evening
Alaska,AS 549,Seattle Tacoma International Airport,Dallas Fort Worth International Airport,,347,0,232,2025-05-15 13:45,afternoon,evening
Alaska,AS 424,Seattle Tacoma International Airport,Dallas Fort Worth International Airport,,347,0,228,2025-05-15 18:00,evening,night
Alaska,AS 542,Seattle Tacoma International Airport,Dallas Fort Worth International Airport,,347,0,225,2025-05-15 23:15,night,early morning
Delta,DL 803,Seattle Tacoma International Airport,Dallas Fort Worth International Airport,,372,0,241,2025-05-15 09:30,morning,afternoon
American,AA 2695,Seattle Tacoma International Airport,Dallas Fort Worth International Airport,,402,0,244,2025-05-15 01:29,early morning,morning
American,AA 2748,Seattle Tacoma International Airport,Dallas Fort Worth International Airport,,402,0,243,2025-05-15 05:36,early morning,morning
American,AA 707,Seattle Tacoma International Airport,Dallas Fort Worth International Airport,,402,0,245,2025-05-15 09:50,morning,afternoon
American,AA 727,Seattle Tacoma International Airport,Dallas Fort Worth International Airport,,402,0,247,2025-05-15 15:43,afternoon,night
American,AA 2402,Seattle Tacoma International Airport,Dallas Fort Worth International Airport,,402,0,245,2025-05-15 23:10,night,early morning
American,AA 1667,Seattle Tacoma International Airport,Dallas Fort Worth International Airport,,455,0,244,2025-05-15 07:41,morning,afternoon
American,AA 767,Seattle Tacoma International Airport,Dallas Fort Worth International Airport,,517,0,248,2025-05-15 11:42,morning,evening
American,AA 757,Seattle Tacoma International Airport,Dallas Fort Worth International Airport,,517,0,247,2025-05-15 13:53,afternoon,night
American,AA 1639,Miami International Airport,Denver International Airport,,454,0,295,2025-01-07 20:03,night,night
American,AA 2038,Miami International Airport,Dallas Fort Worth International Airport,,464,1,203,2025-01-07 13:32,afternoon,afternoon
American,AA 1322,Dallas Fort Worth International Airport,Denver International Airport,,464,1,127,2025-01-07 16:40,afternoon,evening
Delta,DL 1211,Miami International Airport,Hartsfield-Jackson Atlanta International Airport,,494,1,120,2025-01-07 07:00,morning,morning
Delta,DL 995,Hartsfield-Jackson Atlanta International Airport,Denver International Airport,,494,1,208,2025-01-07 09:42,morning,morning
American,AA 843,Miami International Airport,Dallas Fort Worth International Airport,,535,1,200,2025-01-07 09:19,morning,morning
American,AA 420,Dallas Fort Worth International Airport,Denver International Airport,,535,1,136,2025-01-07 12:35,afternoon,afternoon
United,UA 2142,Miami International Airport,Denver International Airport,,556,0,273,2025-01-07 15:47,afternoon,evening
United,UA 230,Denver International Airport,Boston Logan International Airport,,227,0,232,2024-12-12 13:40,afternoon,evening
United,UA 1027,Denver International Airport,Boston Logan International Airport,,227,0,232,2024-12-12 16:05,afternoon,night
United,UA 1510,Denver International Airport,Boston Logan International Airport,,227,0,232,2024-12-12 17:29,evening,night
Southwest,WN 4234,Denver International Airport,Boston Logan International Airport,,344,0,230,2024-12-12 17:50,evening,night
Southwest,WN 3142,Denver International Airport,Boston Logan International Airport,,364,0,225,2024-12-12 11:30,morning,evening
Delta,DL 341,Denver International Airport,Hartsfield-Jackson Atlanta International Airport,,292,0,173,2025-01-22 06:00,early morning,morning
Delta,DL 530,Denver International Airport,Hartsfield-Jackson Atlanta International Airport,,292,0,179,2025-01-22 15:35,afternoon,night
Delta,DL 519,Denver International Airport,Hartsfield-Jackson Atlanta International Airport,,292,0,176,2025-01-22 16:54,afternoon,night
Delta,DL 431,Denver International Airport,Hartsfield-Jackson Atlanta International Airport,,312,0,172,2025-01-22 07:10,morning,afternoon
American,AA 420,Denver International Airport,Dallas Fort Worth International Airport,,322,1,124,2025-01-22 14:46,afternoon,evening
American,AA 2072,Dallas Fort Worth International Airport,Hartsfield-Jackson Atlanta International Airport,,322,1,124,2025-01-22 18:35,evening,night
United,UA 1305,Denver International Airport,Hartsfield-Jackson Atlanta International Airport,,322,0,180,2025-01-22 17:38,evening,night
United,UA 262,Denver International Airport,Hartsfield-Jackson Atlanta International Airport,,415,0,180,2025-01-22 10:24,morning,afternoon
American,AA 4659,John F. Kennedy International Airport,Boston Logan International Airport,,190,0,69,2025-02-27 21:40,night,night
JetBlue,B6 2818,John F. Kennedy International Airport,Boston Logan International Airport,,257,0,73,2025-02-27 06:30,early morning,morning
JetBlue,B6 1418,John F. Kennedy International Airport,Boston Logan International Airport,,257,0,78,2025-02-27 17:10,evening,evening
JetBlue,B6 118,John F. Kennedy International Airport,Boston Logan International Airport,,267,0,75,2025-02-27 13:45,afternoon,afternoon
JetBlue,B6 1618,John F. Kennedy International Airport,Boston Logan International Airport,,267,0,79,2025-02-27 18:55,evening,night
JetBlue,B6 1518,John F. Kennedy International Airport,Boston Logan International Airport,,267,0,79,2025-02-27 22:59,night,early morning
Delta,DL 5765,John F. Kennedy International Airport,Boston Logan International Airport,,267,0,90,2025-02-27 06:00,early morning,morning
Delta,DL 5733,John F. Kennedy International Airport,Boston Logan International Airport,,302,0,80,2025-02-27 09:50,morning,morning
Delta,DL 5813,John F. Kennedy International Airport,Boston Logan International Airport,,302,0,84,2025-02-27 14:30,afternoon,afternoon
Delta,DL 2639,John F. Kennedy International Airport,Boston Logan International Airport,,302,0,87,2025-02-27 21:00,night,night
Delta,DL 5840,John F. Kennedy International Airport,Boston Logan International Airport,,342,0,85,2025-02-27 17:35,evening,evening
